Date;Name;Type;Open_price;Value;Close_price;Reasons;Step;Step_price;Delta;Total
2022-05-11;LUNA;лонг;0,2;1;0,01;hands;1;100;-19;2295,1269
2022-05-11;LUNA;лонг;0,03;1;0,01;hands;1;305,81;-6,941887;2288,185013
2022-05-11;LUNA;лонг;1;1;0,01;hands;1;10;-9,9;2278,285013
2022-05-11;LUNA;лонг;0,8;1;0,01;hands;1;20;-15,8;2262,485013
2022-05-11;LUNA;лонг;0,75;1;0,01;hands;1;50;-37;2225,485013
2022-05-12;LUNA;лонг;0,65;1;0,01;hands;1;50;-32;2193,485013
2022-05-14;LUNA;лонг;0;1;0,00007955;hands;1;30524;-15,262;2178,223013
2022-05-14;LUNA;лонг;0;1;0,00007955;hands;1;60955;-16,43163935;2161,791374
2022-06-08;BTC;лонг;29500;1;28000;stop;1;0,005;-7,5;2154,291374
2022-06-09;BTC;лонг;30000;1;28000;stop;1;0,005;-10;2144,291374
2022-06-09;BTC;лонг;30600;1;28000;stop;1;0,005;-13;2131,291374
2022-06-09;BTC;лонг;31458;1;28000;stop;1;0,005;-17,29;2114,001374
2022-06-12;BTC;лонг;27645,83;1;25677;stop;1;0,015;-29,53245;2084,468924
2022-06-13;BTC;шорт;24250;1;20472;hands;1;0,02;75,56;2160,028924
2022-06-15;BTC;шорт;20900;1;20472;hands;1;0,01;4,28;2164,308924
2022-06-15;BTC;шорт;20750;1;20472;hands;1;0,01;2,78;2167,088924
2022-06-15;BTC;шорт;21500;1;20472;hands;1;0,01;10,28;2177,368924
2022-06-17;BTC;шорт;21250;1;20472;hands;1;0,014;10,892;2188,260924
2022-06-20;BTC;шорт;19282,15;1;20986,5;hands;1;0,092;-156,8002;2031,460724
2022-06-21;BTC;шорт;20950;1;20986,5;hands;1;0,005;-0,1825;2031,278224
2022-06-22;BTC;шорт;20200;1;20986,5;hands;1;0,005;-3,9325;2027,345724
2022-06-22;BTC;шорт;20490;1;20986,5;hands;1;0,005;-2,4825;2024,863224
2022-06-22;BTC;шорт;20641;1;20986,5;hands;1;0,005;-1,7275;2023,135724
2022-07-11;BTC;шорт;20430;1;24680;hands;1;0,01;-42,5;1980,635724
2022-07-11;BTC;шорт;19900;1;24680;hands;1;0,01;-47,8;1932,835724
2022-07-13;BTC;шорт;19070;1;24680;hands;1;0,01;-56,1;1876,735724
2022-07-13;BTC;шорт;19400;1;24680;hands;1;0,005;-26,4;1850,335724
2022-07-13;BTC;шорт;20800;1;24680;hands;1;0,005;-19,4;1830,935724
2022-07-16;BTC;шорт;21195,5;1;24680;hands;1;0,035;-121,9575;1708,978224
2022-07-16;BTC;шорт;21190;1;24680;hands;1;0,02;-69,8;1639,178224
2022-07-16;BTC;шорт;23000;1;21309;hands;1;0,05;84,55;1723,728224
2022-07-28;BTC;шорт;22436,25;1;24781;hands;1;0,039;-91,44525;1632,282974
2022-07-28;BTC;шорт;22687;1;24233,5;hands;1;0,02;-30,93;1601,352974
2022-07-28;ETH;шорт;1606;1;1794,85;hands;1;0,57;-107,6445;1493,708474
2022-07-28;ETH;шорт;1606;1;1926,85;hands;1;0,1;-32,085;1461,623474
2022-08-13;BTC;шорт;24620;1;25050;hands;1;0,02;-8,6;1453,023474
2022-08-13;BTC;шорт;24682;1;25050;hands;1;0,02;-7,36;1445,663474
2022-08-13;BTC;шорт;24759;1;25050;hands;1;0,02;-5,82;1439,843474
2022-08-17;BTC;шорт;23417,5;1;21911,5;hands;1;0,01;15,06;1454,903474
2022-08-17;BTC;шорт;23605,5;1;21150;hands;1;0,02;49,11;1504,013474
2022-08-17;BTC;шорт;23605,5;1;21911,5;hands;1;0,01;16,94;1520,953474
2022-08-17;ETH;шорт;1865;1;1749;hands;1;0,25;29;1549,953474
2022-08-17;ETH;шорт;1833,2;1;1639,25;hands;1;0,1;19,395;1569,348474
2022-08-17;ETH;шорт;1865;1;1639,25;hands;1;0,15;33,8625;1603,210974
2022-08-21;ETH;шорт;1625;1;1575,65;hands;1;0,3;14,805;1618,015974
2022-08-25;BTC;шорт;21700;1;20247;hands;1;0,02;29,06;1647,075974
2022-08-25;BTC;шорт;21700;1;20293;hands;1;0,02;28,14;1675,215974
2022-08-29;ETH;шорт;1550;1;1623;stopp;1;0,5;-36,5;1638,715974
2022-09-02;BTC;шорт;19822;1;20100;stop;1;0,04;-11,12;1627,595974
2022-09-03;ETH;шорт;1553,1;1;1577;stop;1;0,5;-11,95;1615,645974
2022-09-04;ETH;шорт;1563;1;1589;stop;1;0,5;-13;1602,645974
2022-09-09;BTC;шорт;19800;1;20569,5;stop;1;0,01;-7,695;1594,950974
2022-09-09;BTC;шорт;20170;1;20569,5;stop;1;0,01;-3,995;1590,955974
2022-09-09;BTC;шорт;20120;1;20569,5;stop;1;0,01;-4,495;1586,460974
2022-09-09;ETH;шорт;1670;1;1740;stop;1;0,2;-14;1572,460974
2022-09-10;BTC;шорт;21180;1;21683,5;stop;1;0,03;-15,105;1557,355974
2022-09-10;ETH;шорт;1717;1;1748,35;stop;1;0,3;-9,405;1547,950974
2022-09-12;ETH;шорт;1726;1;1594,35;stop;1;0,3;39,495;1587,445974
2022-09-12;BTC;шорт;21650;1;22500;stop;1;0,03;-25,5;1561,945974
2022-09-14;BTC;лонг;20150;1;19759,5;stop;1;0,03;-11,715;1550,230974
2022-09-14;ETH;лонг;1576;1;1573,5;stop;1;0,3;-0,75;1549,480974
2022-09-15;ETH;лонг;1575;1;1585;hands;1;0,3;3;1552,480974
2022-09-15;ETH;лонг;1571;1;1535;stop;1;0,3;-10,8;1541,680974
2022-09-16;BTC;лонг;19600;1;19587,5;stop;1;0,03;-0,375;1541,305974
2022-09-19;BTC;лонг;19509,5;1;19330;stop;1;0,03;-5,385;1535,920974
2022-09-19;BTC;шорт;19296,5;1;19441;stop;1;0,03;-4,335;1531,585974
2022-09-19;ETH;шорт;1356,9;1;1361;stop;1;0,3;-1,23;1530,355974
2022-09-19;ETH;лонг;1349,1;1;1325;stop;1;0,3;-7,23;1523,125974
2022-09-28;BTC;лонг;18974;1;19260,5;hands;1;0,03;8,595;1531,720974
2022-09-28;BTC;шорт;19890;1;20125;stop;1;0,03;-7,05;1524,670974
2022-10-04;BTC;шорт;20070;1;20350;stop;1;0,03;-8,4;1516,270974
2022-10-04;BTC;шорт;20000;1;20350;stop;1;0,03;-10,5;1505,770974
2022-10-08;BTC;лонг;19440;1;19262,5;stop;1;0,03;-5,325;1500,445974
2022-10-10;BTC;лонг;19254,5;1;19096,5;stop;1;0,03;-4,74;1495,705974
2022-10-13;BTC;лонг;18667,5;1;18530;stop;1;0,03;-4,125;1491,580974
2022-10-13;BTC;шорт;19425,5;1;19670;stop;1;0,03;-7,335;1484,245974
2022-10-17;BTC;шорт;19474,5;1;19276,5;take;1;0,03;5,94;1490,185974
2022-10-19;BTC;лонг;19350;1;19210;stop;1;0,03;-4,2;1485,985974
2022-10-19;BTC;лонг;19420;1;19210;stop;1;0,03;-6,3;1479,685974
2022-10-26;BTC;лонг;20639;1;20708;stop;1;0,03;2,07;1481,755974
2022-11-02;BTC;шорт;20130;1;20905;stop;1;0,02;-15,5;1466,255974
2022-11-02;BTC;шорт;20330;1;20905;stop;1;0,02;-11,5;1454,755974
2022-11-04;BTC;шорт;21021;1;21400;stop;1;0,033;-12,507;1442,248974
2022-11-05;BTC;шорт;21394,5;1;20880;take;1;0,02;10,29;1452,538974
2022-11-07;BTC;лонг;20630;1;20475,5;stop;1;0,02;-3,09;1449,448974
2022-11-07;BTC;лонг;20660;1;20475,5;stop;1;0,02;-3,69;1445,758974
2022-11-08;BTC;лонг;19600;1;16955;take;1;0,02;-52,9;1392,858974
2022-11-08;BTC;лонг;19550;1;16955;take;1;0,02;-51,9;1340,958974
2022-11-11;BTC;лонг;17000;1;15803;stop;1;0,01;-11,97;1328,988974
2022-11-11;BTC;лонг;16700;1;15803;stop;1;0,01;-8,97;1320,018974
2022-11-11;BTC;лонг;16950;1;15803;stop;1;0,02;-22,94;1297,078974
