Date;Name;Type;Open_price;Value;Close price;Reasons;Step;Step price;Delta;Total
26.01.2022;RIH2022;шорт;131490,00;1;131800,00; Закрыл вручную;10;15,3;-474,3;92503,16
27.01.2022;RIH2022;шорт;141700,00;1;140670,00; Закрыл вручную;10;15,3;1575,9;94079,06
27.01.2022;RIH2022;шорт;141700,00;1;140670,00; Закрыл вручную;10;15,3;1575,9;95654,96
27.01.2022;RIH2022;шорт;141700,00;1;140670,00; Закрыл вручную;10;15,3;1575,9;97230,86
27.01.2022;RIH2022;шорт;141700,00;1;140670,00; Закрыл вручную;10;15,3;1575,9;98806,76
27.01.2022;SFH2022;шорт;438,15;5;429,86; Закрыл вручную;0,01;0,8;3307,5;102114,26
27.01.2022;SFH2022;шорт;438,15;5;430,51; Закрыл вручную;0,01;0,8;3048,17;105162,43
27.01.2022;BRH2022;лонг;88,42;2;88,30; Закрыл вручную;0,01;7,61;-182,63;104979,8
27.01.2022;BRH2022;лонг;88,42;2;88,30; Закрыл вручную;0,01;7,61;-182,63;104797,17
27.01.2022;BRH2022;лонг;88,42;2;88,30; Закрыл вручную;0,01;7,61;-182,63;104614,54
27.01.2022;BRG2022;шорт;90,47;1;90,60;Выбило по стопу;0,01;7,61;-98,92;104515,62
27.01.2022;BRG2022;шорт;90,47;1;90,60;Выбило по стопу;0,01;7,61;-98,92;104416,7
27.01.2022;BRG2022;шорт;90,47;1;90,60;Выбило по стопу;0,01;7,61;-98,92;104317,78
27.01.2022;RIH2022;шорт;140260,00;1;139650,00;Выбило по стопу;10;15,3;933,3;105251,08
27.01.2022;RIH2022;шорт;140260,00;1;140420,00;Выбило по стопу;10;15,3;-244,8;105006,28
27.01.2022;RIH2022;шорт;140260,00;1;140420,00;Выбило по стопу;10;15,3;-244,8;104761,48
27.01.2022;BRH2022;лонг;88,42;2;88,15; Закрыл вручную;0,01;7,61;-410,91;104350,57
27.01.2022;BRH2022;лонг;88,42;2;88,15; Закрыл вручную;0,01;7,61;-410,91;103939,66
27.01.2022;BRH2022;лонг;88,42;2;88,15; Закрыл вручную;0,01;7,61;-410,91;103528,75
27.01.2022;RIH2022;шорт;140000,00;1;140420,00;Выбило по стопу;10;15,3;-642,6;102886,15
27.01.2022;RIH2022;шорт;140000,00;1;140420,00;Выбило по стопу;10;15,3;-642,6;102243,55
27.01.2022;RIH2022;шорт;140000,00;1;140420,00;Выбило по стопу;10;15,3;-642,6;101600,95
28.01.2022;RIH2022;лонг;142500,00;1;142210,00;Выбило по стопу;10;15,3;-443,7;101157,25
28.01.2022;RIH2022;лонг;142500,00;1;142210,00;Выбило по стопу;10;15,3;-443,7;100713,55
28.01.2022;RIH2022;лонг;142500,00;1;142210,00;Выбило по стопу;10;15,3;-443,7;100269,85
28.01.2022;BRH2022;лонг;88,90;2;88,70;Выбило по стопу;0,01;7,61;-304,38;99965,47
28.01.2022;BRH2022;лонг;88,90;2;88,70;Выбило по стопу;0,01;7,61;-304,38;99661,09
28.01.2022;BRH2022;лонг;88,90;2;88,70;Выбило по стопу;0,01;7,61;-304,38;99356,71
28.01.2022;SFH2022;шорт;432,28;5;434,00;Выбило по стопу;0,01;0,8;-686,24;98670,47
28.01.2022;SFH2022;шорт;432,28;5;434,00;Выбило по стопу;0,01;0,8;-686,24;97984,23
28.01.2022;BRH2022;лонг;89,04;2;89,44;take;0,01;7,61;608,76;98592,99
28.01.2022;BRH2022;лонг;89,04;2;89,51; Закрыл вручную;0,01;7,61;715,29;99308,28
28.01.2022;BRH2022;лонг;89,04;2;89,90;take;0,01;7,61;1308,84;100617,12
28.01.2022;RIH2022;шорт;141840,00;1;140840,00; Закрыл вручную;10;15,3;1530;102147,12
28.01.2022;RIH2022;шорт;141840,00;1;140390,00; Закрыл вручную;10;15,3;2218,5;104365,62
