Date;Name;Type;Open_price;Value;Close_price;Reasons;Step;Step_price;Delta
18.апр;BTC;шорт;39 537,00;1;40107,1;stop;1;0,1;-57,01
19.апр;AAVE;шорт;171,23;1;172,14;stop;1;18;-16,38
19.апр;KAVA;шорт;4,33;1;4,353;stop;1;500;-14
19.апр;LUNA;шорт;90,06;1;90,48;stop;1;20;-8,4
19.апр; SOL;шорт;103,49;1;108,13;stop;1;30;-139,2
19.апр; SOL;шорт;105,14;1;108,13;stop;1;30;-89,7
19.апр;BTC;шорт;41 323,20;1;41324,9;stop;1;0,1;-0,17
19.апр;BTC;шорт;41 271,60;1;41359,5;stop;1;0,1;-8,79
19.апр;NEAR;шорт;17,09;1;16,998;Take;1;230;21,16
19.апр;LUNA;шорт;93,22;1;93,594;stop;1;20;-7,42
19.апр;BTC;шорт;41 345,00;1;41430,9;stop;1;0,05;-4,295
19.апр;AVAX;шорт;79,27;1;79,545;stop;1;25;-6,875
19.апр;BTC;шорт;41 473,10;1;41260;Take;1;0,1;21,31
19.апр;NEAR;шорт;17,01;1;17,024;stop;1;260;-2,6
20.апр;MATIC;шорт;1,44;1;1,4393;stop;1;1300;-2,73
20.апр;BTC;лонг;41 266,00;1;41365,5;Take;1;0,1;9,95
20.апр;LUNA;шорт;95,05;1;95,43;stop;1;20;-7,56
20.апр;MATIC;шорт;1,45;1;1,4393;Take;1;1300;11,7
20.апр;LUNA;шорт;94,39;1;94,737;stop;1;13;-4,511
20.апр;BTC;шорт;41 316,90;1;41364,4;stop;1;0,1;-4,75
20.апр;AVAX;шорт;79,02;1;79,31;stop;1;25;-7,25
20.апр;BNB;шорт;422,5;1;424,93;stop;1;5;-12,15
20.апр;BTC;шорт;41 527,00;1;41559;stop;1;0,1;-3,2
20.апр;BTC;шорт;41 523,30;1;41597,3;stop;1;0,1;-7,4
20.апр;BTC;лонг;41 608,10;1;41607,8;stop;1;0,1;-0,03
